"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Congo","Children (0-14) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","1065",""
"Congo","Children (0-14) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","1026",""
"Congo","Children (0-14) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","976",""
"Congo","Children (0-14) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","918",""
"Congo","Children (0-14) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","848",""
"Congo","Children (0-14) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","779",""
"Congo","Children (0-14) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","703",""
"Congo","Children (0-14) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","624",""
"Congo","Children (0-14) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","550",""
"Congo","Children (0-14) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","475",""
"Congo","Children (0-14) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","401",""
"Congo","Children (0-14) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","1090",""
"Congo","Children (0-14) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","1139",""
"Congo","Children (0-14) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","1192",""
"Congo","Children (0-14) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","1244",""
"Congo","Children (0-14) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","1297",""
"Congo","Children (0-14) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","1368",""
"Congo","Children (0-14) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","1415",""
"Congo","Children (0-14) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","1441",""
"Congo","Children (0-14) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","1462",""
"Congo","Children (0-14) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","1479",""
"Congo","Children (0-14) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","1481",""
"Congo","Children (0-14) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","1467",""
"Congo","Children (0-14) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","1434",""
"Congo","Children (0-14) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","1383",""
"Congo","Children (0-14) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","1321",""
"Congo","Children (0-14) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","1251",""
"Congo","Children (0-14) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","1163",""
"Congo","Children (0-14) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","1072",""
"Congo","Children (0-14) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","976",""
"Congo","Children (0-14) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","873",""
"Congo","Children (0-14) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","768",""
"Congo","Children (0-14) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","666",""
"Congo","Children (0-14) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","566",""
"Congo","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","4207",""
"Congo","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","4616",""
"Congo","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","5010",""
"Congo","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","5612",""
"Congo","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","6472",""
"Congo","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","6829",""
"Congo","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","7073",""
"Congo","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","7603",""
"Congo","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","7718",""
"Congo","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","7775",""
"Congo","Adults (15+) estimate","2002","UNAIDS_Spectrum Estimates_","Number","7782",""
"Congo","Adults (15+) estimate","2001","UNAIDS_Spectrum Estimates_","Number","7711",""
"Congo","Adults (15+) estimate","2000","UNAIDS_Spectrum Estimates_","Number","7568",""
"Congo","Adults (15+) estimate","1999","UNAIDS_Spectrum Estimates_","Number","7347",""
"Congo","Adults (15+) estimate","1998","UNAIDS_Spectrum Estimates_","Number","7047",""
"Congo","Adults (15+) estimate","1997","UNAIDS_Spectrum Estimates_","Number","6663",""
"Congo","Adults (15+) estimate","1996","UNAIDS_Spectrum Estimates_","Number","6210",""
"Congo","Adults (15+) estimate","1995","UNAIDS_Spectrum Estimates_","Number","5700",""
"Congo","Adults (15+) estimate","1994","UNAIDS_Spectrum Estimates_","Number","5147",""
"Congo","Adults (15+) estimate","1993","UNAIDS_Spectrum Estimates_","Number","4557",""
"Congo","Adults (15+) estimate","1992","UNAIDS_Spectrum Estimates_","Number","3950",""
"Congo","Adults (15+) estimate","1991","UNAIDS_Spectrum Estimates_","Number","3335",""
"Congo","Adults (15+) estimate","1990","UNAIDS_Spectrum Estimates_","Number","2736",""
"Congo","Adults (15+) lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","3683",""
"Congo","Adults (15+) lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","4094",""
"Congo","Adults (15+) lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","4481",""
"Congo","Adults (15+) lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","5063",""
"Congo","Adults (15+) lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","5899",""
"Congo","Adults (15+) lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","6222",""
"Congo","Adults (15+) lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","6423",""
"Congo","Adults (15+) lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","6900",""
"Congo","Adults (15+) lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","6988",""
"Congo","Adults (15+) lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","7004",""
"Congo","Adults (15+) lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","6991",""
"Congo","Adults (15+) lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","6902",""
"Congo","Adults (15+) lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","6714",""
"Congo","Adults (15+) lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","6473",""
"Congo","Adults (15+) lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","6199",""
"Congo","Adults (15+) lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","5848",""
"Congo","Adults (15+) lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","5443",""
"Congo","Adults (15+) lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","4967",""
"Congo","Adults (15+) lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","4453",""
"Congo","Adults (15+) lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","3899",""
"Congo","Adults (15+) lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","3348",""
"Congo","Adults (15+) lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","2806",""
"Congo","Adults (15+) lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","2281",""
"Congo","Adults (15+) upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","4873",""
"Congo","Adults (15+) upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","5325",""
"Congo","Adults (15+) upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","5733",""
"Congo","Adults (15+) upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","6374",""
"Congo","Adults (15+) upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","7326",""
"Congo","Adults (15+) upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","7750",""
"Congo","Adults (15+) upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","8041",""
"Congo","Adults (15+) upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","8640",""
"Congo","Adults (15+) upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","8808",""
"Congo","Adults (15+) upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","8911",""
"Congo","Adults (15+) upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","8928",""
"Congo","Adults (15+) upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","8878",""
"Congo","Adults (15+) upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","8702",""
"Congo","Adults (15+) upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","8485",""
"Congo","Adults (15+) upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","8153",""
"Congo","Adults (15+) upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","7762",""
"Congo","Adults (15+) upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","7263",""
"Congo","Adults (15+) upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","6717",""
"Congo","Adults (15+) upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","6118",""
"Congo","Adults (15+) upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","5444",""
"Congo","Adults (15+) upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","4745",""
"Congo","Adults (15+) upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","4030",""
"Congo","Adults (15+) upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","3334",""
"Congo","All ages estimate","2012","UNAIDS_Spectrum Estimates_","Number","5156",""
"Congo","All ages estimate","2011","UNAIDS_Spectrum Estimates_","Number","5607",""
"Congo","All ages estimate","2010","UNAIDS_Spectrum Estimates_","Number","6048",""
"Congo","All ages estimate","2009","UNAIDS_Spectrum Estimates_","Number","6697",""
"Congo","All ages estimate","2008","UNAIDS_Spectrum Estimates_","Number","7604",""
"Congo","All ages estimate","2007","UNAIDS_Spectrum Estimates_","Number","8029",""
"Congo","All ages estimate","2006","UNAIDS_Spectrum Estimates_","Number","8310",""
"Congo","All ages estimate","2005","UNAIDS_Spectrum Estimates_","Number","8858",""
"Congo","All ages estimate","2004","UNAIDS_Spectrum Estimates_","Number","8989",""
"Congo","All ages estimate","2003","UNAIDS_Spectrum Estimates_","Number","9060",""
"Congo","All ages estimate","2002","UNAIDS_Spectrum Estimates_","Number","9065",""
"Congo","All ages estimate","2001","UNAIDS_Spectrum Estimates_","Number","8978",""
"Congo","All ages estimate","2000","UNAIDS_Spectrum Estimates_","Number","8805",""
"Congo","All ages estimate","1999","UNAIDS_Spectrum Estimates_","Number","8541",""
"Congo","All ages estimate","1998","UNAIDS_Spectrum Estimates_","Number","8186",""
"Congo","All ages estimate","1997","UNAIDS_Spectrum Estimates_","Number","7737",""
"Congo","All ages estimate","1996","UNAIDS_Spectrum Estimates_","Number","7209",""
"Congo","All ages estimate","1995","UNAIDS_Spectrum Estimates_","Number","6618",""
"Congo","All ages estimate","1994","UNAIDS_Spectrum Estimates_","Number","5976",""
"Congo","All ages estimate","1993","UNAIDS_Spectrum Estimates_","Number","5297",""
"Congo","All ages estimate","1992","UNAIDS_Spectrum Estimates_","Number","4600",""
"Congo","All ages estimate","1991","UNAIDS_Spectrum Estimates_","Number","3896",""
"Congo","All ages estimate","1990","UNAIDS_Spectrum Estimates_","Number","3211",""
"Congo","All ages lower estimate","2012","UNAIDS_Spectrum Estimates_","Number","4531",""
"Congo","All ages lower estimate","2011","UNAIDS_Spectrum Estimates_","Number","4993",""
"Congo","All ages lower estimate","2010","UNAIDS_Spectrum Estimates_","Number","5417",""
"Congo","All ages lower estimate","2009","UNAIDS_Spectrum Estimates_","Number","6034",""
"Congo","All ages lower estimate","2008","UNAIDS_Spectrum Estimates_","Number","6905",""
"Congo","All ages lower estimate","2007","UNAIDS_Spectrum Estimates_","Number","7293",""
"Congo","All ages lower estimate","2006","UNAIDS_Spectrum Estimates_","Number","7531",""
"Congo","All ages lower estimate","2005","UNAIDS_Spectrum Estimates_","Number","8030",""
"Congo","All ages lower estimate","2004","UNAIDS_Spectrum Estimates_","Number","8105",""
"Congo","All ages lower estimate","2003","UNAIDS_Spectrum Estimates_","Number","8166",""
"Congo","All ages lower estimate","2002","UNAIDS_Spectrum Estimates_","Number","8164",""
"Congo","All ages lower estimate","2001","UNAIDS_Spectrum Estimates_","Number","8036",""
"Congo","All ages lower estimate","2000","UNAIDS_Spectrum Estimates_","Number","7833",""
"Congo","All ages lower estimate","1999","UNAIDS_Spectrum Estimates_","Number","7571",""
"Congo","All ages lower estimate","1998","UNAIDS_Spectrum Estimates_","Number","7206",""
"Congo","All ages lower estimate","1997","UNAIDS_Spectrum Estimates_","Number","6803",""
"Congo","All ages lower estimate","1996","UNAIDS_Spectrum Estimates_","Number","6311",""
"Congo","All ages lower estimate","1995","UNAIDS_Spectrum Estimates_","Number","5782",""
"Congo","All ages lower estimate","1994","UNAIDS_Spectrum Estimates_","Number","5194",""
"Congo","All ages lower estimate","1993","UNAIDS_Spectrum Estimates_","Number","4575",""
"Congo","All ages lower estimate","1992","UNAIDS_Spectrum Estimates_","Number","3946",""
"Congo","All ages lower estimate","1991","UNAIDS_Spectrum Estimates_","Number","3320",""
"Congo","All ages lower estimate","1990","UNAIDS_Spectrum Estimates_","Number","2709",""
"Congo","All ages upper estimate","2012","UNAIDS_Spectrum Estimates_","Number","5934",""
"Congo","All ages upper estimate","2011","UNAIDS_Spectrum Estimates_","Number","6424",""
"Congo","All ages upper estimate","2010","UNAIDS_Spectrum Estimates_","Number","6860",""
"Congo","All ages upper estimate","2009","UNAIDS_Spectrum Estimates_","Number","7602",""
"Congo","All ages upper estimate","2008","UNAIDS_Spectrum Estimates_","Number","8574",""
"Congo","All ages upper estimate","2007","UNAIDS_Spectrum Estimates_","Number","9069",""
"Congo","All ages upper estimate","2006","UNAIDS_Spectrum Estimates_","Number","9398",""
"Congo","All ages upper estimate","2005","UNAIDS_Spectrum Estimates_","Number","10016",""
"Congo","All ages upper estimate","2004","UNAIDS_Spectrum Estimates_","Number","10193",""
"Congo","All ages upper estimate","2003","UNAIDS_Spectrum Estimates_","Number","10312",""
"Congo","All ages upper estimate","2002","UNAIDS_Spectrum Estimates_","Number","10337",""
"Congo","All ages upper estimate","2001","UNAIDS_Spectrum Estimates_","Number","10270",""
"Congo","All ages upper estimate","2000","UNAIDS_Spectrum Estimates_","Number","10087",""
"Congo","All ages upper estimate","1999","UNAIDS_Spectrum Estimates_","Number","9811",""
"Congo","All ages upper estimate","1998","UNAIDS_Spectrum Estimates_","Number","9431",""
"Congo","All ages upper estimate","1997","UNAIDS_Spectrum Estimates_","Number","8936",""
"Congo","All ages upper estimate","1996","UNAIDS_Spectrum Estimates_","Number","8390",""
"Congo","All ages upper estimate","1995","UNAIDS_Spectrum Estimates_","Number","7759",""
"Congo","All ages upper estimate","1994","UNAIDS_Spectrum Estimates_","Number","7025",""
"Congo","All ages upper estimate","1993","UNAIDS_Spectrum Estimates_","Number","6272",""
"Congo","All ages upper estimate","1992","UNAIDS_Spectrum Estimates_","Number","5467",""
"Congo","All ages upper estimate","1991","UNAIDS_Spectrum Estimates_","Number","4669",""
"Congo","All ages upper estimate","1990","UNAIDS_Spectrum Estimates_","Number","3860",""
"Costa Rica","Adults (15+) estimate","2012","UNAIDS_Spectrum Estimates_","Number","296",""
"Costa Rica","Adults (15+) estimate","2011","UNAIDS_Spectrum Estimates_","Number","290",""
"Costa Rica","Adults (15+) estimate","2010","UNAIDS_Spectrum Estimates_","Number","287",""
"Costa Rica","Adults (15+) estimate","2009","UNAIDS_Spectrum Estimates_","Number","276",""
"Costa Rica","Adults (15+) estimate","2008","UNAIDS_Spectrum Estimates_","Number","239",""
"Costa Rica","Adults (15+) estimate","2007","UNAIDS_Spectrum Estimates_","Number","232",""
"Costa Rica","Adults (15+) estimate","2006","UNAIDS_Spectrum Estimates_","Number","214",""
"Costa Rica","Adults (15+) estimate","2005","UNAIDS_Spectrum Estimates_","Number","198",""
"Costa Rica","Adults (15+) estimate","2004","UNAIDS_Spectrum Estimates_","Number","177",""
"Costa Rica","Adults (15+) estimate","2003","UNAIDS_Spectrum Estimates_","Number","137",""
